Text,Label,Unigrams,Bigrams,Trigrams,Agreement_Count,Disagreement_Count,Modal_Verbs,Negations
combines shape blending and Skeleton Subspace Deformation by formulating a scattered data interpolation problem over sculpted (or otherwise obtained) example poses,background_claim,c_o_m_b_i_n_e_s s_h_a_p_e b_l_e_n_d_i_n_g s_k_e_l_e_t_o_n s_u_b_s_p_a_c_e d_e_f_o_r_m_a_t_i_o_n f_o_r_m_u_l_a_t_i_n_g s_c_a_t_t_e_r_e_d d_a_t_a i_n_t_e_r_p_o_l_a_t_i_o_n p_r_o_b_l_e_m s_c_u_l_p_t_e_d o_b_t_a_i_n_e_d e_x_a_m_p_l_e p_o_s_e_s,c_o_m_b_i_n_e_s_ _s_h_a_p_e s_h_a_p_e_ _b_l_e_n_d_i_n_g b_l_e_n_d_i_n_g_ _s_k_e_l_e_t_o_n s_k_e_l_e_t_o_n_ _s_u_b_s_p_a_c_e s_u_b_s_p_a_c_e_ _d_e_f_o_r_m_a_t_i_o_n d_e_f_o_r_m_a_t_i_o_n_ _f_o_r_m_u_l_a_t_i_n_g f_o_r_m_u_l_a_t_i_n_g_ _s_c_a_t_t_e_r_e_d s_c_a_t_t_e_r_e_d_ _d_a_t_a d_a_t_a_ _i_n_t_e_r_p_o_l_a_t_i_o_n i_n_t_e_r_p_o_l_a_t_i_o_n_ _p_r_o_b_l_e_m p_r_o_b_l_e_m_ _s_c_u_l_p_t_e_d s_c_u_l_p_t_e_d_ _o_b_t_a_i_n_e_d o_b_t_a_i_n_e_d_ _e_x_a_m_p_l_e e_x_a_m_p_l_e_ _p_o_s_e_s,c_o_m_b_i_n_e_s_ _s_h_a_p_e_ _b_l_e_n_d_i_n_g s_h_a_p_e_ _b_l_e_n_d_i_n_g_ _s_k_e_l_e_t_o_n b_l_e_n_d_i_n_g_ _s_k_e_l_e_t_o_n_ _s_u_b_s_p_a_c_e s_k_e_l_e_t_o_n_ _s_u_b_s_p_a_c_e_ _d_e_f_o_r_m_a_t_i_o_n s_u_b_s_p_a_c_e_ _d_e_f_o_r_m_a_t_i_o_n_ _f_o_r_m_u_l_a_t_i_n_g d_e_f_o_r_m_a_t_i_o_n_ _f_o_r_m_u_l_a_t_i_n_g_ _s_c_a_t_t_e_r_e_d f_o_r_m_u_l_a_t_i_n_g_ _s_c_a_t_t_e_r_e_d_ _d_a_t_a s_c_a_t_t_e_r_e_d_ _d_a_t_a_ _i_n_t_e_r_p_o_l_a_t_i_o_n d_a_t_a_ _i_n_t_e_r_p_o_l_a_t_i_o_n_ _p_r_o_b_l_e_m i_n_t_e_r_p_o_l_a_t_i_o_n_ _p_r_o_b_l_e_m_ _s_c_u_l_p_t_e_d p_r_o_b_l_e_m_ _s_c_u_l_p_t_e_d_ _o_b_t_a_i_n_e_d s_c_u_l_p_t_e_d_ _o_b_t_a_i_n_e_d_ _e_x_a_m_p_l_e o_b_t_a_i_n_e_d_ _e_x_a_m_p_l_e_ _p_o_s_e_s,0,0,,
[ 1 ],data,1,,,0,0,,
Related research efforts have improved the speed and power of example-based skinning,background_claim,r_e_l_a_t_e_d r_e_s_e_a_r_c_h e_f_f_o_r_t_s i_m_p_r_o_v_e_d s_p_e_e_d p_o_w_e_r e_x_a_m_p_l_e b_a_s_e_d s_k_i_n_n_i_n_g,r_e_l_a_t_e_d_ _r_e_s_e_a_r_c_h r_e_s_e_a_r_c_h_ _e_f_f_o_r_t_s e_f_f_o_r_t_s_ _i_m_p_r_o_v_e_d i_m_p_r_o_v_e_d_ _s_p_e_e_d s_p_e_e_d_ _p_o_w_e_r p_o_w_e_r_ _e_x_a_m_p_l_e e_x_a_m_p_l_e_ _b_a_s_e_d b_a_s_e_d_ _s_k_i_n_n_i_n_g,r_e_l_a_t_e_d_ _r_e_s_e_a_r_c_h_ _e_f_f_o_r_t_s r_e_s_e_a_r_c_h_ _e_f_f_o_r_t_s_ _i_m_p_r_o_v_e_d e_f_f_o_r_t_s_ _i_m_p_r_o_v_e_d_ _s_p_e_e_d i_m_p_r_o_v_e_d_ _s_p_e_e_d_ _p_o_w_e_r s_p_e_e_d_ _p_o_w_e_r_ _e_x_a_m_p_l_e p_o_w_e_r_ _e_x_a_m_p_l_e_ _b_a_s_e_d e_x_a_m_p_l_e_ _b_a_s_e_d_ _s_k_i_n_n_i_n_g,0,0,,
incorporate linear elements into RBF to produce constant changes between examples,background_claim,i_n_c_o_r_p_o_r_a_t_e l_i_n_e_a_r e_l_e_m_e_n_t_s r_b_f p_r_o_d_u_c_e c_o_n_s_t_a_n_t c_h_a_n_g_e_s e_x_a_m_p_l_e_s,i_n_c_o_r_p_o_r_a_t_e_ _l_i_n_e_a_r l_i_n_e_a_r_ _e_l_e_m_e_n_t_s e_l_e_m_e_n_t_s_ _r_b_f r_b_f_ _p_r_o_d_u_c_e p_r_o_d_u_c_e_ _c_o_n_s_t_a_n_t c_o_n_s_t_a_n_t_ _c_h_a_n_g_e_s c_h_a_n_g_e_s_ _e_x_a_m_p_l_e_s,i_n_c_o_r_p_o_r_a_t_e_ _l_i_n_e_a_r_ _e_l_e_m_e_n_t_s l_i_n_e_a_r_ _e_l_e_m_e_n_t_s_ _r_b_f e_l_e_m_e_n_t_s_ _r_b_f_ _p_r_o_d_u_c_e r_b_f_ _p_r_o_d_u_c_e_ _c_o_n_s_t_a_n_t p_r_o_d_u_c_e_ _c_o_n_s_t_a_n_t_ _c_h_a_n_g_e_s c_o_n_s_t_a_n_t_ _c_h_a_n_g_e_s_ _e_x_a_m_p_l_e_s,0,0,,
[ 2 ],data,2,,,0,0,,
precompute principal components of the deformation influences for individual kinematic joints instead of storing displacements for key poses,background_claim,p_r_e_c_o_m_p_u_t_e p_r_i_n_c_i_p_a_l c_o_m_p_o_n_e_n_t_s d_e_f_o_r_m_a_t_i_o_n i_n_f_l_u_e_n_c_e_s i_n_d_i_v_i_d_u_a_l k_i_n_e_m_a_t_i_c j_o_i_n_t_s i_n_s_t_e_a_d s_t_o_r_i_n_g d_i_s_p_l_a_c_e_m_e_n_t_s k_e_y p_o_s_e_s,p_r_e_c_o_m_p_u_t_e_ _p_r_i_n_c_i_p_a_l p_r_i_n_c_i_p_a_l_ _c_o_m_p_o_n_e_n_t_s c_o_m_p_o_n_e_n_t_s_ _d_e_f_o_r_m_a_t_i_o_n d_e_f_o_r_m_a_t_i_o_n_ _i_n_f_l_u_e_n_c_e_s i_n_f_l_u_e_n_c_e_s_ _i_n_d_i_v_i_d_u_a_l i_n_d_i_v_i_d_u_a_l_ _k_i_n_e_m_a_t_i_c k_i_n_e_m_a_t_i_c_ _j_o_i_n_t_s j_o_i_n_t_s_ _i_n_s_t_e_a_d i_n_s_t_e_a_d_ _s_t_o_r_i_n_g s_t_o_r_i_n_g_ _d_i_s_p_l_a_c_e_m_e_n_t_s d_i_s_p_l_a_c_e_m_e_n_t_s_ _k_e_y k_e_y_ _p_o_s_e_s,p_r_e_c_o_m_p_u_t_e_ _p_r_i_n_c_i_p_a_l_ _c_o_m_p_o_n_e_n_t_s p_r_i_n_c_i_p_a_l_ _c_o_m_p_o_n_e_n_t_s_ _d_e_f_o_r_m_a_t_i_o_n c_o_m_p_o_n_e_n_t_s_ _d_e_f_o_r_m_a_t_i_o_n_ _i_n_f_l_u_e_n_c_e_s d_e_f_o_r_m_a_t_i_o_n_ _i_n_f_l_u_e_n_c_e_s_ _i_n_d_i_v_i_d_u_a_l i_n_f_l_u_e_n_c_e_s_ _i_n_d_i_v_i_d_u_a_l_ _k_i_n_e_m_a_t_i_c i_n_d_i_v_i_d_u_a_l_ _k_i_n_e_m_a_t_i_c_ _j_o_i_n_t_s k_i_n_e_m_a_t_i_c_ _j_o_i_n_t_s_ _i_n_s_t_e_a_d j_o_i_n_t_s_ _i_n_s_t_e_a_d_ _s_t_o_r_i_n_g i_n_s_t_e_a_d_ _s_t_o_r_i_n_g_ _d_i_s_p_l_a_c_e_m_e_n_t_s s_t_o_r_i_n_g_ _d_i_s_p_l_a_c_e_m_e_n_t_s_ _k_e_y d_i_s_p_l_a_c_e_m_e_n_t_s_ _k_e_y_ _p_o_s_e_s,0,0,,
enabling realtime rendering large nonlinear finite element models of human hands,background_claim,e_n_a_b_l_i_n_g r_e_a_l_t_i_m_e r_e_n_d_e_r_i_n_g l_a_r_g_e n_o_n_l_i_n_e_a_r f_i_n_i_t_e e_l_e_m_e_n_t m_o_d_e_l_s h_u_m_a_n h_a_n_d_s,e_n_a_b_l_i_n_g_ _r_e_a_l_t_i_m_e r_e_a_l_t_i_m_e_ _r_e_n_d_e_r_i_n_g r_e_n_d_e_r_i_n_g_ _l_a_r_g_e l_a_r_g_e_ _n_o_n_l_i_n_e_a_r n_o_n_l_i_n_e_a_r_ _f_i_n_i_t_e f_i_n_i_t_e_ _e_l_e_m_e_n_t e_l_e_m_e_n_t_ _m_o_d_e_l_s m_o_d_e_l_s_ _h_u_m_a_n h_u_m_a_n_ _h_a_n_d_s,e_n_a_b_l_i_n_g_ _r_e_a_l_t_i_m_e_ _r_e_n_d_e_r_i_n_g r_e_a_l_t_i_m_e_ _r_e_n_d_e_r_i_n_g_ _l_a_r_g_e r_e_n_d_e_r_i_n_g_ _l_a_r_g_e_ _n_o_n_l_i_n_e_a_r l_a_r_g_e_ _n_o_n_l_i_n_e_a_r_ _f_i_n_i_t_e n_o_n_l_i_n_e_a_r_ _f_i_n_i_t_e_ _e_l_e_m_e_n_t f_i_n_i_t_e_ _e_l_e_m_e_n_t_ _m_o_d_e_l_s e_l_e_m_e_n_t_ _m_o_d_e_l_s_ _h_u_m_a_n m_o_d_e_l_s_ _h_u_m_a_n_ _h_a_n_d_s,0,0,,
[ 3 ],data,3,,,0,0,,
introduce weighted pose space deformation for deforming realistic models of human hand,background_claim,i_n_t_r_o_d_u_c_e w_e_i_g_h_t_e_d p_o_s_e s_p_a_c_e d_e_f_o_r_m_a_t_i_o_n d_e_f_o_r_m_i_n_g r_e_a_l_i_s_t_i_c m_o_d_e_l_s h_u_m_a_n h_a_n_d,i_n_t_r_o_d_u_c_e_ _w_e_i_g_h_t_e_d w_e_i_g_h_t_e_d_ _p_o_s_e p_o_s_e_ _s_p_a_c_e s_p_a_c_e_ _d_e_f_o_r_m_a_t_i_o_n d_e_f_o_r_m_a_t_i_o_n_ _d_e_f_o_r_m_i_n_g d_e_f_o_r_m_i_n_g_ _r_e_a_l_i_s_t_i_c r_e_a_l_i_s_t_i_c_ _m_o_d_e_l_s m_o_d_e_l_s_ _h_u_m_a_n h_u_m_a_n_ _h_a_n_d,i_n_t_r_o_d_u_c_e_ _w_e_i_g_h_t_e_d_ _p_o_s_e w_e_i_g_h_t_e_d_ _p_o_s_e_ _s_p_a_c_e p_o_s_e_ _s_p_a_c_e_ _d_e_f_o_r_m_a_t_i_o_n s_p_a_c_e_ _d_e_f_o_r_m_a_t_i_o_n_ _d_e_f_o_r_m_i_n_g d_e_f_o_r_m_a_t_i_o_n_ _d_e_f_o_r_m_i_n_g_ _r_e_a_l_i_s_t_i_c d_e_f_o_r_m_i_n_g_ _r_e_a_l_i_s_t_i_c_ _m_o_d_e_l_s r_e_a_l_i_s_t_i_c_ _m_o_d_e_l_s_ _h_u_m_a_n m_o_d_e_l_s_ _h_u_m_a_n_ _h_a_n_d,0,0,,
[ 4 ],data,4,,,0,0,,
these example-based approaches can be considered as non-parametric skin deformation methods,background_claim,e_x_a_m_p_l_e b_a_s_e_d a_p_p_r_o_a_c_h_e_s c_o_n_s_i_d_e_r_e_d n_o_n p_a_r_a_m_e_t_r_i_c s_k_i_n d_e_f_o_r_m_a_t_i_o_n m_e_t_h_o_d_s,e_x_a_m_p_l_e_ _b_a_s_e_d b_a_s_e_d_ _a_p_p_r_o_a_c_h_e_s a_p_p_r_o_a_c_h_e_s_ _c_o_n_s_i_d_e_r_e_d c_o_n_s_i_d_e_r_e_d_ _n_o_n n_o_n_ _p_a_r_a_m_e_t_r_i_c p_a_r_a_m_e_t_r_i_c_ _s_k_i_n s_k_i_n_ _d_e_f_o_r_m_a_t_i_o_n d_e_f_o_r_m_a_t_i_o_n_ _m_e_t_h_o_d_s,e_x_a_m_p_l_e_ _b_a_s_e_d_ _a_p_p_r_o_a_c_h_e_s b_a_s_e_d_ _a_p_p_r_o_a_c_h_e_s_ _c_o_n_s_i_d_e_r_e_d a_p_p_r_o_a_c_h_e_s_ _c_o_n_s_i_d_e_r_e_d_ _n_o_n c_o_n_s_i_d_e_r_e_d_ _n_o_n_ _p_a_r_a_m_e_t_r_i_c n_o_n_ _p_a_r_a_m_e_t_r_i_c_ _s_k_i_n p_a_r_a_m_e_t_r_i_c_ _s_k_i_n_ _d_e_f_o_r_m_a_t_i_o_n s_k_i_n_ _d_e_f_o_r_m_a_t_i_o_n_ _m_e_t_h_o_d_s,0,0,can,
identifies statistically relevant bones and approximates bone transforms from example mesh animations,background_claim,i_d_e_n_t_i_f_i_e_s s_t_a_t_i_s_t_i_c_a_l_l_y r_e_l_e_v_a_n_t b_o_n_e_s a_p_p_r_o_x_i_m_a_t_e_s b_o_n_e t_r_a_n_s_f_o_r_m_s e_x_a_m_p_l_e m_e_s_h a_n_i_m_a_t_i_o_n_s,i_d_e_n_t_i_f_i_e_s_ _s_t_a_t_i_s_t_i_c_a_l_l_y s_t_a_t_i_s_t_i_c_a_l_l_y_ _r_e_l_e_v_a_n_t r_e_l_e_v_a_n_t_ _b_o_n_e_s b_o_n_e_s_ _a_p_p_r_o_x_i_m_a_t_e_s a_p_p_r_o_x_i_m_a_t_e_s_ _b_o_n_e b_o_n_e_ _t_r_a_n_s_f_o_r_m_s t_r_a_n_s_f_o_r_m_s_ _e_x_a_m_p_l_e e_x_a_m_p_l_e_ _m_e_s_h m_e_s_h_ _a_n_i_m_a_t_i_o_n_s,i_d_e_n_t_i_f_i_e_s_ _s_t_a_t_i_s_t_i_c_a_l_l_y_ _r_e_l_e_v_a_n_t s_t_a_t_i_s_t_i_c_a_l_l_y_ _r_e_l_e_v_a_n_t_ _b_o_n_e_s r_e_l_e_v_a_n_t_ _b_o_n_e_s_ _a_p_p_r_o_x_i_m_a_t_e_s b_o_n_e_s_ _a_p_p_r_o_x_i_m_a_t_e_s_ _b_o_n_e a_p_p_r_o_x_i_m_a_t_e_s_ _b_o_n_e_ _t_r_a_n_s_f_o_r_m_s b_o_n_e_ _t_r_a_n_s_f_o_r_m_s_ _e_x_a_m_p_l_e t_r_a_n_s_f_o_r_m_s_ _e_x_a_m_p_l_e_ _m_e_s_h e_x_a_m_p_l_e_ _m_e_s_h_ _a_n_i_m_a_t_i_o_n_s,0,0,,
[ 5 ],data,5,,,0,0,,
these have also seen some development in recent years,background_claim,s_e_e_n d_e_v_e_l_o_p_m_e_n_t r_e_c_e_n_t y_e_a_r_s,s_e_e_n_ _d_e_v_e_l_o_p_m_e_n_t d_e_v_e_l_o_p_m_e_n_t_ _r_e_c_e_n_t r_e_c_e_n_t_ _y_e_a_r_s,s_e_e_n_ _d_e_v_e_l_o_p_m_e_n_t_ _r_e_c_e_n_t d_e_v_e_l_o_p_m_e_n_t_ _r_e_c_e_n_t_ _y_e_a_r_s,0,0,,
[ 6 ],data,6,,,0,0,,
[ 7 ],data,7,,,0,0,,
are also common practices in the entertainment production,background_claim,c_o_m_m_o_n p_r_a_c_t_i_c_e_s e_n_t_e_r_t_a_i_n_m_e_n_t p_r_o_d_u_c_t_i_o_n,c_o_m_m_o_n_ _p_r_a_c_t_i_c_e_s p_r_a_c_t_i_c_e_s_ _e_n_t_e_r_t_a_i_n_m_e_n_t e_n_t_e_r_t_a_i_n_m_e_n_t_ _p_r_o_d_u_c_t_i_o_n,c_o_m_m_o_n_ _p_r_a_c_t_i_c_e_s_ _e_n_t_e_r_t_a_i_n_m_e_n_t p_r_a_c_t_i_c_e_s_ _e_n_t_e_r_t_a_i_n_m_e_n_t_ _p_r_o_d_u_c_t_i_o_n,0,0,,
Skinning using free form lattices,background_claim,s_k_i_n_n_i_n_g f_r_e_e f_o_r_m l_a_t_t_i_c_e_s,s_k_i_n_n_i_n_g_ _f_r_e_e f_r_e_e_ _f_o_r_m f_o_r_m_ _l_a_t_t_i_c_e_s,s_k_i_n_n_i_n_g_ _f_r_e_e_ _f_o_r_m f_r_e_e_ _f_o_r_m_ _l_a_t_t_i_c_e_s,0,0,,
NURBS curves,background_claim,n_u_r_b_s c_u_r_v_e_s,n_u_r_b_s_ _c_u_r_v_e_s,,0,0,,
[ 10 ],data,1_0,,,0,0,,
[ 8 ],data,8,,,0,0,,
[ 9 ],data,9,,,0,0,,
the inverse operation can improve the results,own_claim,i_n_v_e_r_s_e o_p_e_r_a_t_i_o_n i_m_p_r_o_v_e r_e_s_u_l_t_s,i_n_v_e_r_s_e_ _o_p_e_r_a_t_i_o_n o_p_e_r_a_t_i_o_n_ _i_m_p_r_o_v_e i_m_p_r_o_v_e_ _r_e_s_u_l_t_s,i_n_v_e_r_s_e_ _o_p_e_r_a_t_i_o_n_ _i_m_p_r_o_v_e o_p_e_r_a_t_i_o_n_ _i_m_p_r_o_v_e_ _r_e_s_u_l_t_s,0,0,can,
inverse operation is required,own_claim,i_n_v_e_r_s_e o_p_e_r_a_t_i_o_n r_e_q_u_i_r_e_d,i_n_v_e_r_s_e_ _o_p_e_r_a_t_i_o_n o_p_e_r_a_t_i_o_n_ _r_e_q_u_i_r_e_d,i_n_v_e_r_s_e_ _o_p_e_r_a_t_i_o_n_ _r_e_q_u_i_r_e_d,0,0,,
SSD is widely applied to interactive applications such as games and virtual reality,background_claim,s_s_d w_i_d_e_l_y a_p_p_l_i_e_d i_n_t_e_r_a_c_t_i_v_e a_p_p_l_i_c_a_t_i_o_n_s g_a_m_e_s v_i_r_t_u_a_l r_e_a_l_i_t_y,s_s_d_ _w_i_d_e_l_y w_i_d_e_l_y_ _a_p_p_l_i_e_d a_p_p_l_i_e_d_ _i_n_t_e_r_a_c_t_i_v_e i_n_t_e_r_a_c_t_i_v_e_ _a_p_p_l_i_c_a_t_i_o_n_s a_p_p_l_i_c_a_t_i_o_n_s_ _g_a_m_e_s g_a_m_e_s_ _v_i_r_t_u_a_l v_i_r_t_u_a_l_ _r_e_a_l_i_t_y,s_s_d_ _w_i_d_e_l_y_ _a_p_p_l_i_e_d w_i_d_e_l_y_ _a_p_p_l_i_e_d_ _i_n_t_e_r_a_c_t_i_v_e a_p_p_l_i_e_d_ _i_n_t_e_r_a_c_t_i_v_e_ _a_p_p_l_i_c_a_t_i_o_n_s i_n_t_e_r_a_c_t_i_v_e_ _a_p_p_l_i_c_a_t_i_o_n_s_ _g_a_m_e_s a_p_p_l_i_c_a_t_i_o_n_s_ _g_a_m_e_s_ _v_i_r_t_u_a_l g_a_m_e_s_ _v_i_r_t_u_a_l_ _r_e_a_l_i_t_y,0,0,,
it is implemented in most commercial animation packages,background_claim,i_m_p_l_e_m_e_n_t_e_d c_o_m_m_e_r_c_i_a_l a_n_i_m_a_t_i_o_n p_a_c_k_a_g_e_s,i_m_p_l_e_m_e_n_t_e_d_ _c_o_m_m_e_r_c_i_a_l c_o_m_m_e_r_c_i_a_l_ _a_n_i_m_a_t_i_o_n a_n_i_m_a_t_i_o_n_ _p_a_c_k_a_g_e_s,i_m_p_l_e_m_e_n_t_e_d_ _c_o_m_m_e_r_c_i_a_l_ _a_n_i_m_a_t_i_o_n c_o_m_m_e_r_c_i_a_l_ _a_n_i_m_a_t_i_o_n_ _p_a_c_k_a_g_e_s,0,0,,
its simplicity,data,s_i_m_p_l_i_c_i_t_y,,,0,0,,
efficiency,data,e_f_f_i_c_i_e_n_c_y,,,0,0,,
SSD is very popular in circumstances that require animating a number of characters in real time,background_claim,s_s_d p_o_p_u_l_a_r c_i_r_c_u_m_s_t_a_n_c_e_s r_e_q_u_i_r_e a_n_i_m_a_t_i_n_g n_u_m_b_e_r c_h_a_r_a_c_t_e_r_s r_e_a_l t_i_m_e,s_s_d_ _p_o_p_u_l_a_r p_o_p_u_l_a_r_ _c_i_r_c_u_m_s_t_a_n_c_e_s c_i_r_c_u_m_s_t_a_n_c_e_s_ _r_e_q_u_i_r_e r_e_q_u_i_r_e_ _a_n_i_m_a_t_i_n_g a_n_i_m_a_t_i_n_g_ _n_u_m_b_e_r n_u_m_b_e_r_ _c_h_a_r_a_c_t_e_r_s c_h_a_r_a_c_t_e_r_s_ _r_e_a_l r_e_a_l_ _t_i_m_e,s_s_d_ _p_o_p_u_l_a_r_ _c_i_r_c_u_m_s_t_a_n_c_e_s p_o_p_u_l_a_r_ _c_i_r_c_u_m_s_t_a_n_c_e_s_ _r_e_q_u_i_r_e c_i_r_c_u_m_s_t_a_n_c_e_s_ _r_e_q_u_i_r_e_ _a_n_i_m_a_t_i_n_g r_e_q_u_i_r_e_ _a_n_i_m_a_t_i_n_g_ _n_u_m_b_e_r a_n_i_m_a_t_i_n_g_ _n_u_m_b_e_r_ _c_h_a_r_a_c_t_e_r_s n_u_m_b_e_r_ _c_h_a_r_a_c_t_e_r_s_ _r_e_a_l c_h_a_r_a_c_t_e_r_s_ _r_e_a_l_ _t_i_m_e,0,0,,
vertex transformations can be easily implemented in the graphic card,data,v_e_r_t_e_x t_r_a_n_s_f_o_r_m_a_t_i_o_n_s e_a_s_i_l_y i_m_p_l_e_m_e_n_t_e_d g_r_a_p_h_i_c c_a_r_d,v_e_r_t_e_x_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n_s t_r_a_n_s_f_o_r_m_a_t_i_o_n_s_ _e_a_s_i_l_y e_a_s_i_l_y_ _i_m_p_l_e_m_e_n_t_e_d i_m_p_l_e_m_e_n_t_e_d_ _g_r_a_p_h_i_c g_r_a_p_h_i_c_ _c_a_r_d,v_e_r_t_e_x_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n_s_ _e_a_s_i_l_y t_r_a_n_s_f_o_r_m_a_t_i_o_n_s_ _e_a_s_i_l_y_ _i_m_p_l_e_m_e_n_t_e_d e_a_s_i_l_y_ _i_m_p_l_e_m_e_n_t_e_d_ _g_r_a_p_h_i_c i_m_p_l_e_m_e_n_t_e_d_ _g_r_a_p_h_i_c_ _c_a_r_d,0,0,can,
the domain of adjusting one vertex in this way is strictly limited to the linear subspace formed by the vertex as transformed by joints influencing this vertex,background_claim,d_o_m_a_i_n a_d_j_u_s_t_i_n_g v_e_r_t_e_x w_a_y s_t_r_i_c_t_l_y l_i_m_i_t_e_d l_i_n_e_a_r s_u_b_s_p_a_c_e f_o_r_m_e_d v_e_r_t_e_x t_r_a_n_s_f_o_r_m_e_d j_o_i_n_t_s i_n_f_l_u_e_n_c_i_n_g v_e_r_t_e_x,d_o_m_a_i_n_ _a_d_j_u_s_t_i_n_g a_d_j_u_s_t_i_n_g_ _v_e_r_t_e_x v_e_r_t_e_x_ _w_a_y w_a_y_ _s_t_r_i_c_t_l_y s_t_r_i_c_t_l_y_ _l_i_m_i_t_e_d l_i_m_i_t_e_d_ _l_i_n_e_a_r l_i_n_e_a_r_ _s_u_b_s_p_a_c_e s_u_b_s_p_a_c_e_ _f_o_r_m_e_d f_o_r_m_e_d_ _v_e_r_t_e_x v_e_r_t_e_x_ _t_r_a_n_s_f_o_r_m_e_d t_r_a_n_s_f_o_r_m_e_d_ _j_o_i_n_t_s j_o_i_n_t_s_ _i_n_f_l_u_e_n_c_i_n_g i_n_f_l_u_e_n_c_i_n_g_ _v_e_r_t_e_x,d_o_m_a_i_n_ _a_d_j_u_s_t_i_n_g_ _v_e_r_t_e_x a_d_j_u_s_t_i_n_g_ _v_e_r_t_e_x_ _w_a_y v_e_r_t_e_x_ _w_a_y_ _s_t_r_i_c_t_l_y w_a_y_ _s_t_r_i_c_t_l_y_ _l_i_m_i_t_e_d s_t_r_i_c_t_l_y_ _l_i_m_i_t_e_d_ _l_i_n_e_a_r l_i_m_i_t_e_d_ _l_i_n_e_a_r_ _s_u_b_s_p_a_c_e l_i_n_e_a_r_ _s_u_b_s_p_a_c_e_ _f_o_r_m_e_d s_u_b_s_p_a_c_e_ _f_o_r_m_e_d_ _v_e_r_t_e_x f_o_r_m_e_d_ _v_e_r_t_e_x_ _t_r_a_n_s_f_o_r_m_e_d v_e_r_t_e_x_ _t_r_a_n_s_f_o_r_m_e_d_ _j_o_i_n_t_s t_r_a_n_s_f_o_r_m_e_d_ _j_o_i_n_t_s_ _i_n_f_l_u_e_n_c_i_n_g j_o_i_n_t_s_ _i_n_f_l_u_e_n_c_i_n_g_ _v_e_r_t_e_x,0,0,,
"When a character goes wrong in some pose, animators can adjust joint influence weights",background_claim,c_h_a_r_a_c_t_e_r g_o_e_s w_r_o_n_g p_o_s_e a_n_i_m_a_t_o_r_s a_d_j_u_s_t j_o_i_n_t i_n_f_l_u_e_n_c_e w_e_i_g_h_t_s,c_h_a_r_a_c_t_e_r_ _g_o_e_s g_o_e_s_ _w_r_o_n_g w_r_o_n_g_ _p_o_s_e p_o_s_e_ _a_n_i_m_a_t_o_r_s a_n_i_m_a_t_o_r_s_ _a_d_j_u_s_t a_d_j_u_s_t_ _j_o_i_n_t j_o_i_n_t_ _i_n_f_l_u_e_n_c_e i_n_f_l_u_e_n_c_e_ _w_e_i_g_h_t_s,c_h_a_r_a_c_t_e_r_ _g_o_e_s_ _w_r_o_n_g g_o_e_s_ _w_r_o_n_g_ _p_o_s_e w_r_o_n_g_ _p_o_s_e_ _a_n_i_m_a_t_o_r_s p_o_s_e_ _a_n_i_m_a_t_o_r_s_ _a_d_j_u_s_t a_n_i_m_a_t_o_r_s_ _a_d_j_u_s_t_ _j_o_i_n_t a_d_j_u_s_t_ _j_o_i_n_t_ _i_n_f_l_u_e_n_c_e j_o_i_n_t_ _i_n_f_l_u_e_n_c_e_ _w_e_i_g_h_t_s,0,0,can,
SSD cannot synthesize many parts of a character skin involving complicated joint structures,background_claim,s_s_d s_y_n_t_h_e_s_i_z_e p_a_r_t_s c_h_a_r_a_c_t_e_r s_k_i_n i_n_v_o_l_v_i_n_g c_o_m_p_l_i_c_a_t_e_d j_o_i_n_t s_t_r_u_c_t_u_r_e_s,s_s_d_ _s_y_n_t_h_e_s_i_z_e s_y_n_t_h_e_s_i_z_e_ _p_a_r_t_s p_a_r_t_s_ _c_h_a_r_a_c_t_e_r c_h_a_r_a_c_t_e_r_ _s_k_i_n s_k_i_n_ _i_n_v_o_l_v_i_n_g i_n_v_o_l_v_i_n_g_ _c_o_m_p_l_i_c_a_t_e_d c_o_m_p_l_i_c_a_t_e_d_ _j_o_i_n_t j_o_i_n_t_ _s_t_r_u_c_t_u_r_e_s,s_s_d_ _s_y_n_t_h_e_s_i_z_e_ _p_a_r_t_s s_y_n_t_h_e_s_i_z_e_ _p_a_r_t_s_ _c_h_a_r_a_c_t_e_r p_a_r_t_s_ _c_h_a_r_a_c_t_e_r_ _s_k_i_n c_h_a_r_a_c_t_e_r_ _s_k_i_n_ _i_n_v_o_l_v_i_n_g s_k_i_n_ _i_n_v_o_l_v_i_n_g_ _c_o_m_p_l_i_c_a_t_e_d i_n_v_o_l_v_i_n_g_ _c_o_m_p_l_i_c_a_t_e_d_ _j_o_i_n_t c_o_m_p_l_i_c_a_t_e_d_ _j_o_i_n_t_ _s_t_r_u_c_t_u_r_e_s,0,0,can,not
